State, Name, Longitude, Latitude, Elevation, MaxTemperature, MinTemperature, AvgTemperature, AtObsTemperature, Precipitation, Snowfall, SnowDepth
IN, PORTLAND 1 SW, -84.992, 40.417, 910, 17, -9, 4.0, -9, 0.39, T, M
IN, DANVILLE 3 SW, -86.536, 39.734, 956, M, M, M, M, 0.35, 9.0, 12
IN, FRANKLIN 1 W, -86.073, 39.489, 745, M, M, M, M, 0.48, 7.5, 10
IN, BUTLER 1 SE, -84.854, 41.408, 850, M, M, M, M, 0.45, M, M
IN, INDIANAPOLIS WFO, -86.281, 39.707, 790, 18, 6, 12.0, 6, 0.09, 1.3, 7
MI, DOWAGIAC 1 W, -86.132, 41.986, 740, 18, 5, 11.5, 16, 0.31, 4.0, 7
IN, FORT WAYNE INTL AP, -85.206, 40.972, 797, 18, -1, 8.5, M, 0.05, 1.3, 15
IN, MUNCIE DELAWARE COUNTY AP, -85.394, 40.235, 936, 18, 7, 12.5, M, T, M, M
IN, ELKHART 4.8 SW, -86.041, 41.642, 742, M, M, M, M, 0.26, 6.5, 16
IN, GOSHEN 3.0 WSW, -85.883, 41.558, 886, M, M, M, M, 0.33, 5.1, 12
IN, ROCHESTER 2.4 NW, -86.229, 41.085, 764, M, M, M, M, 0.14A, M, 12
IN, (K9NQW)MARION 1.8 NW, -85.692, 40.566, 856, M, M, M, M, 0.78, 10.0, M
IN, MARION 5.6 NE, -85.589, 40.604, 876, M, M, M, M, 0.26, 5.0, M
IN, UPLAND 2.4 SSE, -85.497, 40.430, 916, M, M, M, M, 0.54, 4.0, 7
IN, CARMEL 1.5 W, -86.137, 39.969, 843, M, M, M, M, 0.65, 8.0, M
IN, LAPEL 4.7 NW, -85.901, 40.123, 807, M, M, M, M, 0.62, 7.0, 8
IN, SHERIDAN 3.9 S, -86.232, 40.079, 945, M, M, M, M, 0.30, M, M
IN, GREENFIELD 2.4 W, -85.816, 39.791, 873, M, M, M, M, 0.72, 8.0, 10
IN, NEW PALESTINE 1.4 S, -85.895, 39.701, 807, M, M, M, M, 0.69, 8.0, 9
IN, MCCORDSVILLE 2.6 NE, -85.900, 39.937, 850, M, M, M, M, 0.60, 8.2, 10
IN, BROWNSBURG 4.6 S, -86.402, 39.775, 850, M, M, M, M, 0.51, 6.2, 9
IN, PLAINFIELD 0.5 SE, -86.382, 39.695, 748, M, M, M, M, 0.78, M, M
IN, PLAINFIELD 1.1 W, -86.408, 39.701, 725, M, M, M, M, 0.50, 8.0, 10
IN, AVON 1.6 NNW, -86.394, 39.785, 841, M, M, M, M, 0.48, 7.5, 10
IN, HUNTINGTON 1.2 ENE, -85.483, 40.885, 791, M, M, M, M, 0.68, 10.6, 15
IN, KOKOMO 4.6 ESE, -86.051, 40.453, 846, M, M, M, M, 0.46, M, M
IN, LEWISVILLE 1.8 ENE, -85.324, 39.821, 1099, M, M, M, M, 0.18, 6.5, 9
IN, GREENWOOD 4.8 WSW, -86.195, 39.586, 694, M, M, M, M, 0.34, M, M
IN, WHEATFIELD 2.8 S, -87.036, 41.152, 676, M, M, M, M, 0.50, 9.0, M
IN, RENSSELAER 1.9 SSW, -87.159, 40.908, 686, M, M, M, M, 0.41, 8.0, 15
IN, RENSSELAER 6.2 SE, -87.080, 40.863, 673, M, M, M, M, 0.40, 5.5, 14
IN, REMINGTON 0.3 N, -87.152, 40.767, 734, M, M, M, M, M, M, 14
IN, RENSSELAER 4.3 N, -87.162, 40.998, 688, M, M, M, M, M, M, M
IN, SYRACUSE 3.0 ESE, -85.695, 41.407, 856, M, M, M, M, M, 3.6, 8
IN, LEESBURG 0.1 WNW, -85.851, 41.330, 853, M, M, M, M, 0.42, 6.5, 12
IN, LEESBURG 6.7 ESE, -85.723, 41.310, 862, M, M, M, M, 0.52, 10.0, 16
IN, ORLAND 6.6 SSW, -85.202, 41.639, 991, M, M, M, M, 0.28, M, M
IN, LAGRANGE 1.3 ENE, -85.396, 41.653, 945, M, M, M, M, M, M, M
IN, LAGRANGE 9.9 E, -85.231, 41.649, 949, M, M, M, M, 0.59, M, M
IN, WANATAH 4.4 ESE, -86.810, 41.409, 712, M, M, M, M, 0.36, 5.0, 14
IN, LA PORTE 1.6 SW, -86.734, 41.590, 833, M, M, M, M, 0.49, 7.7, 23
IN, LA PORTE 1.3 ENE, -86.691, 41.611, 792, M, M, M, M, 0.32, M, M
IN, LA PORTE 2.3 ESE, -86.676, 41.592, 778, M, M, M, M, 0.21, M, M
IN, BROOKLYN 0.5 ENE, -86.363, 39.545, 686, M, M, M, M, 0.55, 8.3, 10
IN, PLYMOUTH 2.5 WSW, -86.357, 41.330, 814, M, M, M, M, 0.64, 6.0, M
IN, DENVER 1.3 NE, -86.056, 40.875, 765, M, M, M, M, 0.33, 6.0, 10
IN, LAWRENCE 2.0 ENE, -85.953, 39.880, 850, M, M, M, M, 0.50, M, M
IN, SPEEDWAY 6.2 SSW, -86.281, 39.707, 798, M, M, M, M, 0.47, 7.1, 8
IN, INDIANAPOLIS 3.2 S, -86.156, 39.731, 709, M, M, M, M, 0.47, 7.7, 8
IN, INDIANAPOLIS 6.7 N, -86.137, 39.873, 713, M, M, M, M, 0.47, 8.1, 9
IN, INDIANAPOLIS 9.2 NNE, -86.128, 39.899, 750, M, M, M, M, 0.51, 7.0, 8
IN, INDIANAPOLIS 6.5 SW, -86.242, 39.717, 709, M, M, M, M, 0.59, M, M
IN, ALBION 3.7 S, -85.416, 41.342, 936, M, M, M, M, 0.52, 6.3, 14
IN, VALPARAISO 2.0 WSW, -87.087, 41.467, 722, M, M, M, M, 0.25, 17.5, 22
IN, VALPARAISO 4.3 SW, -87.112, 41.435, 774, M, M, M, M, 0.52, 3.5, M
IN, HEBRON 3.7 NE, -87.162, 41.367, 732, M, M, M, M, 0.27, 7.5, M
IN, VALPARAISO 1.8 NW, -87.073, 41.498, 837, M, M, M, M, 0.44, 9.1, 22
IN, PORTER 0.6 S, -87.082, 41.619, 636, M, M, M, M, 0.59, 8.8, 21
IN, PORTAGE 2.8 E, -87.128, 41.586, 633, M, M, M, M, M, M, M
IN, CHESTERTON 4.2 E, -86.975, 41.594, 684, M, M, M, M, M, 6.0, 22
IN, VALPARAISO 0.9 NNW, -87.058, 41.490, 824, M, M, M, M, 0.33, 7.3, 23
IN, CHESTERTON 1.4 ENE, -87.034, 41.612, 638, M, M, M, M, 0.34, 7.3, 20
IN, VALPARAISO 5.5 SSW, -87.104, 41.408, 739, M, M, M, M, 0.21, 4.0, 12
IN, MORRISTOWN 3.8 ENE, -85.633, 39.692, 922, M, M, M, M, 0.75, 8.5, 8
IN, HOMER 0.4 NE, -85.571, 39.579, 904, M, M, M, M, 0.72, 7.0, M
IN, SHELBYVILLE 7.1 WSW, -85.904, 39.494, 743, M, M, M, M, 0.20, M, M
IN, WALDRON 2.0 NE, -85.643, 39.475, 851, M, M, M, M, M, 7.4, M
IN, SOUTH BEND 3.3 SSW, -86.291, 41.631, 840, M, M, M, M, M, M, 12
IN, WALKERTON 5.7 ENE, -86.385, 41.502, 764, M, M, M, M, 0.38, 5.7, 16
IN, MISHAWAKA 3.9 ENE, -86.095, 41.683, 755, M, M, M, M, 0.46, 7.5, 14
IN, SOUTH BEND 4.6 SE, -86.215, 41.621, 884, M, M, M, M, 0.46, 6.9, 17
IN, WALKERTON 4.1 ENE, -86.408, 41.487, 746, M, M, M, M, 0.41, M, M
IN, HUDSON 4.1 NNW, -85.101, 41.592, 1056, M, M, M, M, 0.35, 6.8, M
IN, HUDSON 4.6 N, -85.090, 41.600, 988, M, M, M, M, 0.33, 6.5, M
IN, HAMILTON 1.7 E, -84.885, 41.532, 909, M, M, M, M, M, M, M
IN, ANGOLA 8.7 ESE, -84.838, 41.608, 988, M, M, M, M, 0.41, M, M
IN, ANGOLA 4.1 N, -84.987, 41.701, 1076, M, M, M, M, 0.67, 6.5, M
IN, HUDSON 0.3 SE, -85.078, 41.531, 988, M, M, M, M, M, M, M
IN, OTTERBEIN 2.3 SE, -87.061, 40.467, 692, M, M, M, M, 0.43, M, M
IN, LAFAYETTE 2.2 S, -86.866, 40.380, 646, M, M, M, M, 0.40, 7.5, 14
IN, LAFAYETTE 2.2 NE, -86.844, 40.436, 671, M, M, M, M, 0.36, 5.7, 12
IN, LA FONTAINE 1.1 NW, -85.738, 40.684, 808, M, M, M, M, 0.80, 12.0, M
IN, BURNETTSVILLE 9.9 NNW, -86.653, 40.898, 699, M, M, M, M, 1.36, 8.5, M
IN, BLUFFTON 0.9 SE, -85.161, 40.730, 828, M, M, M, M, 0.53, 9.5, 16
IN, COLUMBIA CITY 6.9 N, -85.506, 41.258, 925, M, M, M, M, M, M, M
IN, COLUMBIA CITY 5.4 N, -85.488, 41.236, 932, M, M, M, M, 0.51, M, M
MI, STEVENSVILLE 1.7 SSE, -86.509, 41.991, 616, M, M, M, M, 0.32, 5.4, 18
MI, BUCHANAN 1.4 ESE, -86.342, 41.818, 759, M, M, M, M, 0.44, 5.5, 16
MI, NILES 2.7 W, -86.300, 41.837, 719, M, M, M, M, 0.43, 6.0, 17
MI, LITCHFIELD 0.3 ENE, -84.753, 42.045, 1040, M, M, M, M, 0.59, 8.0, 11
MI, JONESVILLE 5.9 ENE, -84.562, 42.015, 1197, M, M, M, M, M, M, M
MI, HANOVER 4.1 E, -84.473, 42.093, 1043, M, M, M, M, 0.59, 7.6, 15
MI, HANOVER 3.8 W, -84.626, 42.107, 1076, M, M, M, M, 0.56, 7.8, 12
OH, BRADFORD 2.3 NW, -84.461, 40.153, 997, M, M, M, M, 0.49, 6.8, 10
OH, FARMERSVILLE 1.7 E, -84.395, 39.681, 826, M, M, M, M, 0.64, 4.5, 4
OH, EATON 1.0 N, -84.634, 39.765, 1056, M, M, M, M, 0.52, 6.3, 10
OH, ALVORDTON 0.5 E, -84.424, 41.665, 830, M, M, M, M, 0.56, M, M
IN, YORKTOWN 1.1 NNW, -85.490, 40.187, 928, M, M, M, M, 0.72, 9.0, M
IN, FISHERS 1.1 N, -86.028, 39.970, 799, M, M, M, M, 0.41, 5.8, 9
IN, GREENFIELD 1.5 S, -85.774, 39.771, 893, M, M, M, M, 0.68, M, M
IN, RENSSELAER 1.9 N, -87.153, 40.962, 689, M, M, M, M, M, M, M
IN, MOORESVILLE 3.8 NE, -86.346, 39.621, 748, M, M, M, M, 0.55, 8.4, 10
IN, INDIANAPOLIS 12.6 NW, -86.312, 39.908, 892, M, M, M, M, 0.20, 4.0, 8
IN, INDIANAPOLIS 10.9 NW, -86.281, 39.894, 866, M, M, M, M, 0.50, 8.1, M
IN, GREENCASTLE 3.6 ESE, -86.779, 39.622, 789, M, M, M, M, 0.70A, M, 8
IN, ANGOLA 1.2 S, -85.002, 41.625, 1038, M, M, M, M, 0.43, M, M
IN, WEST LAFAYETTE 4.9 W, -87.005, 40.448, 641, M, M, M, M, M, M, M
OH, RUSSIA 1.3 NNE, -84.405, 40.250, 1004, M, M, M, M, 0.16, M, M
OH, FORT LORAMIE 3.2 SW, -84.415, 40.315, 982, M, M, M, M, 0.46, M, M
IN, GOSHEN 1.4 SSE, -85.829, 41.559, 807, M, M, M, M, 0.53, M, M
OH, FORT LORAMIE 2.1 WNW, -84.408, 40.356, 951, M, M, M, M, 0.28, M, M
IN, HARTFORD CITY 0.2 NNW (WB9HLA), -85.374, 40.456, 921, M, M, M, M, M, M, M
IN, (KA9VIS) HARTFORD CITY 0.7 N, -85.373, 40.462, 927, M, M, M, M, 0.16, 9.0, M
IN, (KC9DCR)HARTFORD CITY 0.3 SSW, -85.374, 40.449, 907, M, M, M, M, M, 8.0, M
IN, WHITESTOWN 6.5 NE, -86.276, 40.073, 929, M, M, M, M, M, M, M
IN, (WA9TTB)GALVESTON 1.0 ESE, -86.174, 40.570, 788, M, M, M, M, 0.75, 7.5, M
IN, (K9CJC) SPRINGPORT 3.5 NE, -85.349, 40.085, 1036, M, M, M, M, 0.77, 9.5, M
IN, (KB7ZGB) MUNCIE 0.5 S, -85.391, 40.190, 947, M, M, M, M, M, M, M
IN, MUNCIE 1.2 SE, -85.372, 40.188, 962, M, M, M, M, M, 9.0, M
IN, CLAYTON 0.4 WNW, -86.530, 39.692, 892, M, M, M, M, 0.72, 9.0, M
IN, (K9VEZ)INDIAN HEIGHTS 3.6 W, -86.184, 40.433, 839, M, M, M, M, M, M, M
IN, (KC9DHF)KOKOMO 4.4 E, -86.051, 40.467, 836, M, M, M, M, M, M, M
IN, (KC9IYD)KOKOMO 4.0 WNW, -86.207, 40.490, 814, M, M, M, M, 0.75, 7.5, M
IN, (KC9LQY) PORTLAND 5.4 SW, -85.064, 40.388, 942, M, M, M, M, M, 12.0, M
IN, MARTINSVILLE 2.3 SE, -86.396, 39.396, 639, M, M, M, M, 0.59, 6.5, 10
IN, (N9JPX)PARAGON 3.2 ENE, -86.504, 39.406, 593, M, M, M, M, 0.56, 6.0, 9
IN, (K9UZZ) SARATOGA 3.4 WNW, -84.975, 40.258, 1023, M, M, M, M, M, M, M
IN, (KC9FXU) WINCHESTER 2.2 WSW, -85.016, 40.162, 1105, M, M, M, M, 0.50, 7.0, M
IN, (KB9RBB)FAIRLAND 0.9 SSW, -85.866, 39.587, 775, M, M, M, M, 0.60, 8.0, 10
IN, (KB9GPW)NORTH JUDSON 3.9 SW, -86.833, 41.180, 710, M, M, M, M, M, M, M
IN, (K9WKK)TIPTON 1.3 NW, -86.057, 40.297, 876, M, M, M, M, 1.05, 10.5, M
MI, BUCHANAN 1.3 WNW, -86.389, 41.836, 749, M, M, M, M, 0.35, 8.0, 21
IN, FORT WAYNE 2.6 NE, -85.108, 41.103, 802, M, M, M, M, 0.69, 5.5, 15
IN, FRANKFORT 4.9 NNE, -86.487, 40.350, 894, M, M, M, M, 0.67, 11.0, 17
IN, (N9MRC)WILKINSON 4.1 W, -85.685, 39.879, 938, M, M, M, M, M, 7.0, M
IN, HANNA 1.1 E, -86.760, 41.412, 687, M, M, M, M, 0.10, 7.6, M
IN, BAILLY INDIANA, -87.088, 41.632, 647, 21, 13, 17.0, M, M, M, M
MI, BENTON HARBOR, -86.415, 42.129, 641, 20, -4, 8.0, M, 0.05, M, M
IN, BLUFFTON MAIN ST. BRIDGE, -85.171, 40.742, 820, M, M, M, M, M, M, M
OH, EATON 1.1 WSW, -84.654, 39.744, 1067, M, M, M, M, M, M, M
IN, ANDERSON 2.0 S, -85.692, 40.064, 889, M, M, M, M, 0.71, 7.6, 12
IN, INDIANAPOLIS 3.4 WSW, -86.204, 39.756, 701, M, M, M, M, 0.50, M, M
OH, VERSAILLES 1.6 WSW, -84.514, 40.218, 1000, M, M, M, M, 0.39, 5.0, M
OH, ROSSBURG 3.0 WSW, -84.693, 40.270, 1042, M, M, M, M, 0.33, M, M
OH, PITSBURG 1.4 ENE, -84.463, 39.994, 1017, M, M, M, M, 0.27, 4.2, 6
OH, ARCANUM 3.2 SSW, -84.580, 39.949, 1069, M, M, M, M, 0.60, M, M
IN, ZIONSVILLE 4.3 NNW, -86.290, 40.014, 879, M, M, M, M, 0.63, 4.0, 8
OH, GREENVILLE 4.5 N, -84.637, 40.167, 1031, M, M, M, M, S, M, M
IN, FORT WAYNE 5.5 N, -85.133, 41.154, 807, M, M, M, M, 0.64, 8.0, 13
IN, FISHERS 3.1 NE, -85.986, 39.988, 830, M, M, M, M, 1.08, 8.8, M
IN, GRANGER 1.8 ENE, -86.107, 41.746, 800, M, M, M, M, 0.63, 7.5, M
IN, SOUTH BEND 4.5 SE, -86.216, 41.622, 873, M, M, M, M, 0.47, 8.1, 16
IN, MONTICELLO 5.5 NNW, -86.789, 40.824, 658, M, M, M, M, 0.24, M, M
IN, COLUMBIA CITY 4.6 S, -85.469, 41.093, 842, M, M, M, M, 0.58, 10.8, 17
MI, ST. JOSEPH 1.5 SSE, -86.480, 42.077, 632, M, M, M, M, M, M, M
MI, NILES 3.5 E, -86.180, 41.841, 766, M, M, M, M, 0.35, 6.5, M
IN, VALPARAISO 2.2 WNW, -87.087, 41.493, 786, M, M, M, M, M, M, M
IN, WARSAW 1.4 N, -85.849, 41.260, 815, M, M, M, M, 0.34, 5.7, M
IN, INDIANAPOLIS 8.0 N, -86.119, 39.891, 732, M, M, M, M, 0.56, M, M
IN, CRAIGVILLE 2.7 NW, -85.132, 40.800, 853, M, M, M, M, 0.98, 8.5, M
OH, GREENVILLE 5.3 N, -84.637, 40.174, 1040, M, M, M, M, 0.50, M, M
OH, MARIA STEIN 3.0 SSW, -84.521, 40.370, 958, M, M, M, M, 0.70, 7.5, 8
IN, WHEATFIELD 4.1 WSW, -87.129, 41.175, 686, M, M, M, M, 0.51A, M, M
IN, PORTLAND 2.3 S, -84.984, 40.400, 935, M, M, M, M, M, M, M
IN, ANDERSON 2.2 NNE, -85.667, 40.120, 873, M, M, M, M, 1.07, M, M
IN, OSSIAN 2.4 W, -85.215, 40.874, 844, M, M, M, M, M, M, 17
IN, NEW CASTLE 3.2 W, -85.425, 39.918, 1048, M, M, M, M, 0.43, 7.9, M
OH, GREENVILLE 5.6 E, -84.520, 40.096, 1010, M, M, M, M, 0.53, M, M
IN, FORT WAYNE 8.0 NE, -85.053, 41.170, 805, M, M, M, M, 0.62, M, M
IN, MACY 2.7 SSE, -86.116, 40.920, 835, M, M, M, M, 0.37, M, M
IN, (KC9ZPE) MODOC 0.1 NNW, -85.127, 40.046, 1173, M, M, M, M, M, M, M
IN, GOSHEN 1.2 SW, -85.854, 41.569, 808, M, M, M, M, 0.42, 7.4, 12
IN, RUSHVILLE 0.7 ENE, -85.434, 39.618, 977, M, M, M, M, 0.37, 8.0, 9
IN, SOUTH BEND, -86.249, 41.701, 710, 17, 4, 10.5, 4, 0.06, 1.5, 15
OH, EDON 4S, -84.774, 41.498, 867, M, M, M, M, 0.15, 6.0, 16
MI, MONTGOMERY 1.9 SSE, -84.790, 41.752, 1072, M, M, M, M, 0.58, 5.5, 12
IN, BURLINGTON 0.1 NNE, -86.396, 40.483, 759, M, M, M, M, 0.62, 7.0, 14
IN, GOSHEN 2.8 NW, -85.878, 41.603, 790, M, M, M, M, 0.41, 9.0, M
IN, SHERIDAN 2.0 SW, -86.242, 40.111, 948, M, M, M, M, 0.75, 7.5, 10
MI, DECATUR 7.0 WNW, -86.107, 42.132, 788, M, M, M, M, 0.40, M, M
IN, ZIONSVILLE 0.5 ESE, -86.265, 39.949, 841, M, M, M, M, 0.67, M, M
IN, NOBLESVILLE 3.8 SSE, -86.011, 40.003, 800, M, M, M, M, 0.44A, M, M
IN, GREENCASTLE 1.0 NNW, -86.846, 39.655, 760, M, M, M, M, M, M, M
IN, INDIANAPOLIS 7.8 N, -86.173, 39.888, 797, M, M, M, M, 0.76, 6.1, 7
IN, LEBANON 1.9 NNW, -86.481, 40.079, 938, M, M, M, M, 0.63, 8.0, 12
IN, NAPPANEE 4.8 NE, -85.925, 41.498, 848, M, M, M, M, M, M, M
IN, LA CROSSE 1.2 W, -86.913, 41.318, 680, M, M, M, M, 0.09, M, M
IN, BREMEN 3.9 WSW, -86.227, 41.430, 807, M, M, M, M, M, M, M
IN, GREENWOOD 0.6 ESE, -86.103, 39.613, 804, M, M, M, M, 0.85, 10.0, M
IN, ELKHART 3.5 ENE, -85.903, 41.700, 761, M, M, M, M, 0.46, M, M
IN, FRANKLIN 2.0 NW, -86.077, 39.516, 776, M, M, M, M, M, M, M
IN, MARION 6.5 N, -85.685, 40.642, 827, M, M, M, M, 0.55, 8.0, M
IN, WARSAW 1.2 NNE, -85.835, 41.254, 848, M, M, M, M, 0.36, M, M
IN, HUDSON 3SW, -85.132, 41.512, 945, M, M, M, M, M, 6.5, 13
OH, HAMILTON 1.2 NNW, -84.571, 39.408, 647, M, M, M, M, 0.67, M, M
IN, ANGOLA 1.7 WNW, -85.030, 41.652, 1040, M, M, M, M, 0.41, 6.7, M
IN, FISHERS 4.3 ENE, -85.943, 39.967, 817, M, M, M, M, 1.00, 9.0, 11
OH, PAULDING 5.6 ESE, -84.492, 41.092, 719, M, M, M, M, 0.70, 9.5, M
IN, COLUMBIA CITY 1.5 NNW, -85.493, 41.179, 873, M, M, M, M, 0.33, 11.1, 12
IN, LIBERTY, -84.930, 39.632, 990, M, M, M, M, 0.52, 6.8, 7
IN, AUBURN 1.0 E AUBURN, -85.042, 41.361, 864, M, M, M, M, M, 5.5, 12
IN, FORT WAYNE 2.6 NW, -85.180, 41.095, 816, M, M, M, M, 0.60, 9.0, 9
IN, INDIANAPOLIS 8.2 N, -86.135, 39.895, 766, M, M, M, M, M, M, M
IN, LOGANSPORT 0.6 E, -86.347, 40.754, 626, M, M, M, M, 0.40, 7.5, 12
MI, THREE RIVERS 7.2 WSW, -85.762, 41.903, 890, M, M, M, M, 0.04, M, M
IN, HARLAN 2.2 ENE, -84.879, 41.203, 758, M, M, M, M, 0.51, M, M
OH, UNION CITY, -84.794, 40.206, 1082, M, M, M, M, 0.69, M, M
IN, LEESBURG 4.1 W, -85.928, 41.335, 847, M, M, M, M, M, M, M
OH, VERSAILLES 1.6 WSW, -84.513, 40.218, 1002, M, M, M, M, 0.56, M, M
IN, CROMWELL 2.9 W, -85.669, 41.401, 880, M, M, M, M, 0.28A, M, M
IN, WARSAW 3.7 E, -85.777, 41.232, 839, M, M, M, M, 0.24, 5.5, 10
IN, MONROE 0.2 NW, -84.943, 40.747, 821, M, M, M, M, M, M, M
IN, (W9JKL) PORTLAND 0.6 SSW, -84.986, 40.425, 912, M, M, M, M, M, M, M
IN, BROWNSBURG 0.8 NNW, -86.401, 39.852, 883, M, M, M, M, 0.52, 6.2, 9
OH, GERMANTOWN 0.8 WSW, -84.375, 39.629, 817, M, M, M, M, M, M, M
IN, COLUMBIA CITY 3.0 ESE, -85.431, 41.143, 834, M, M, M, M, M, M, M
IN, COLUMBIA CITY 0.5 WSW, -85.495, 41.157, 866, M, M, M, M, 0.51, 5.8, 12
IN, TRI-LAKES 3.0 N, -85.486, 41.265, 928, M, M, M, M, 0.45, 7.0, M
IN, FORT WAYNE 5.7 NE, -85.061, 41.131, 805, M, M, M, M, 0.13, 9.4, M
OH, NEW LEBANON, -84.396, 39.737, 933, M, M, M, M, 0.62, 9.1, 11
IN, CHESTERTON 3.9 ESE, -86.986, 41.583, 732, M, M, M, M, 0.34, 8.0, M
IN, FORT WAYNE 10.1 WSW, -85.324, 41.031, 852, M, M, M, M, M, M, M
IN, MCCORDSVILLE 0.9 NW, -85.945, 39.916, 826, M, M, M, M, 0.71, M, M
IN, NOBLESVILLE 3.6 NW, -86.085, 40.088, 864, M, M, M, M, 1.18A, M, 12
IN, WABASH 1.2 SSW, -85.832, 40.782, 791, M, M, M, M, 0.86, 10.0, M
IN, FISHERS 0.7 WSW, -86.036, 39.951, 810, M, M, M, M, 0.65, M, M
IN, FISHERS 3.0 NE, -85.989, 39.989, 827, M, M, M, M, 0.65, 8.8, M
IN, GOSHEN 1.4 W, -85.862, 41.579, 800, M, M, M, M, 0.31, 5.0, 12
IN, WEST LAFAYETTE 3.3 WNW, -86.968, 40.464, 672, M, M, M, M, 0.53, 7.4, 14
IN, MUNCIE 1.6 WNW, -85.418, 40.207, 926, M, M, M, M, 0.64, 5.5, M
IN, MCCORDSVILLE 1.3 W, -85.956, 39.906, 828, M, M, M, M, 0.50, 8.0, 11
IN, GREENWOOD 3.8 W, -86.186, 39.615, 706, M, M, M, M, 0.43, 7.7, 10
IN, NEW CASTLE 3.9 SW, -85.411, 39.877, 1055, M, M, M, M, 0.07, M, M
MI, THREE RIVERS 2.4 NE, -85.602, 41.971, 821, M, M, M, M, 0.87, 7.0, 14
OH, ARCANUM 4.0 NE, -84.494, 40.028, 1019, M, M, M, M, 0.40, M, M
IN, ANGOLA 8.8 ESE, -84.834, 41.616, 977, M, M, M, M, 0.67, 7.5, M
IN, VALPARAISO 2.2 NW, -87.075, 41.503, 820, M, M, M, M, 0.16, 9.0, 18
IN, FORTVILLE 1.5 NW, -85.869, 39.949, 856, M, M, M, M, 0.70, 7.0, 8
IN, COLUMBIA CITY 7.4 N, -85.505, 41.264, 918, M, M, M, M, 0.15, 9.0, M
IN, INDIANAPOLIS 8.5 SSE, -86.114, 39.656, 789, M, M, M, M, 0.64, M, M
IN, WEST LAFAYETTE 1.0 NNW, -86.922, 40.456, 711, M, M, M, M, 0.90, 10.1, 16
IN, LIGONIER 4.3 WNW, -85.674, 41.480, 880, M, M, M, M, 0.81, M, M
IN, WINONA LAKE 0.9 SW, -85.828, 41.210, 821, M, M, M, M, 0.83, 8.6, 15
IN, PENDLETON 5.9 WSW, -85.850, 39.981, 863, M, M, M, M, 0.88, 10.1, 12
IN, GREENWOOD 2.6 W, -86.163, 39.614, 737, M, M, M, M, 0.55, 8.4, 9
IN, DENVER 0.5 SSE, -86.072, 40.858, 677, M, M, M, M, 0.26, 5.7, 10
OH, ARCANUM 4.1 ENE, -84.489, 40.023, 1016, M, M, M, M, 1.19, 7.0, 10
IN, HOAGLAND 1.5 SSW, -84.999, 40.928, 833, M, M, M, M, 0.64, 9.2, M
IN, GOSHEN 0.3 NE, -85.831, 41.582, 801, M, M, M, M, 0.30, 5.5, 11
IN, CLOVERDALE 3.5 W, -86.863, 39.516, 673, M, M, M, M, 0.58, 6.1, M
IN, INDIANAPOLIS 5.1 N, -86.147, 39.850, 739, M, M, M, M, 0.62, 7.0, 9
IN, WARSAW 4.6 NNE, -85.811, 41.300, 847, M, M, M, M, 0.29, 10.0, 17
IN, COLUMBIA CITY 1.9 E, -85.449, 41.157, 830, M, M, M, M, 0.46, M, M
MI, OSSEO 2.7 NE, -84.494, 41.901, 1170, M, M, M, M, 0.26, 2.6, M
IN, NOBLESVILLE 1.9 NW, -86.058, 40.075, 788, M, M, M, M, 0.50, 7.9, M
IN, ROCKVILLE 3.6 ENE, -87.170, 39.789, 702, M, M, M, M, 0.23, 7.0, 10
IN, BEECH GROVE 2.3 SSE, -86.075, 39.682, 850, M, M, M, M, M, 8.0, M
IN, WARREN 4.9 NNE, -85.376, 40.748, 864, M, M, M, M, M, 14.2, M
IN, INDIANAPOLIS 6.2 E, -86.030, 39.781, 867, M, M, M, M, M, M, M
IN, MILL CREEK 1.9 NNE, -86.524, 41.607, 724, M, M, M, M, 0.37, 4.8, M
IN, MUNCIE 3.2 W, -85.450, 40.193, 926, M, M, M, M, 0.51, M, M
IN, WARSAW 3.0 SE, -85.803, 41.211, 855, M, M, M, M, 0.42, 7.0, 14
IN, MODOC 0.1 W, -85.128, 40.045, 1176, M, M, M, M, M, 10.0, M
OH, NEW BREMEN 1.9 WNW, -84.412, 40.451, 929, M, M, M, M, M, 8.0, 14
IN, PLAINFIELD 2.2 W, -86.428, 39.698, 773, M, M, M, M, 0.24A, M, M
IN, NOBLESVILLE 2.8 SSW, -86.058, 40.022, 790, M, M, M, M, 0.40A, M, M
OH, YORKSHIRE 1.6 SSW, -84.504, 40.304, 1015, M, M, M, M, 0.65, M, M
IN, FORT WAYNE 9.0 NNE, -85.066, 41.192, 804, M, M, M, M, 0.72, 9.0, 12
IN, MONROEVILLE 0.2 ESE, -84.864, 40.971, 790, M, M, M, M, 0.54, M, M
MI, CASSOPOLIS 9.0 SSE, -85.949, 41.789, 850, M, M, M, M, 0.37, M, M
IN, INDIANAPOLIS 5.8 NNE, -86.095, 39.851, 747, M, M, M, M, 0.41, 6.7, 8
IN, ALBION 2.9 S, -85.422, 41.353, 935, M, M, M, M, M, M, M
IN, FRANKLIN 4.8 SSE, -86.037, 39.425, 730, M, M, M, M, 0.75, 12.2, M
IN, ANDERSON 4.0 N, -85.687, 40.151, 889, M, M, M, M, 0.66, 8.5, 12
IN, VALPARAISO 1.0 ENE, -87.034, 41.482, 813, M, M, M, M, M, M, M
